Language,Source,Date,Text
Kazakh,egemen.kz,2011/04/19,"– Жоғарыда орталық 1993 жылы ұйымдастырылған дедік қой. Мен бұл ұжымда 2005 жылдан бастап еңбек етіп келемін. Яғни, биотехнология орталығын басқарғаныма алты жылдан асты. Мен басқарған жылдар ішінде орталық аяғына нық тұрып, адам танымастай өзгерді деп сеніммен айта аламын. Оған осы жылдар ішінде “құс тұмауына”, “доңыз тұмауына” қарсы вакциналар жасап шығарғанымыз айқын дәлел. Олар қазір медицина және ветеринария салаларында қолданысқа енгізілген. “Құс тұмауына” қарсы шығарған вакцинаның еліміздің қажеттілігін толық қамтамасыз етіп келе жатқанына, міне, үш жыл болды. Тұңғыш рет медициналық вакцина жасап шығардық. Бұрын-соңды елімізде осы вакциналар мүлдем шығарылмаған-тұғын. Нәтижесінде Қазақстан әлемде “доңыз тұмауына” қарсы өз вакцинасын жасап шығарған 6-шы ел болып отыр. Бұның барлығы еліміздің инновациялық өндірісті жолға қойғандығының нәтижесі."
Kazakh,bnews.kz,2011/08/08,"Оның сөзіне қарағанда, БҚА қазір бұл деректерді тергеп жатыр."
Kazakh,inform.kz,2010/09/02,Біз 30 тамыз күні мемлекеттік ұлық мерекеміз - Конституцияның 15 жылдық тойын атап өттік. Конституция қабылдау арқылы Қазақстан дамудың жаңа кезеңіне аяқ басты. Жасампаз істерімен дүние жүзіне танымал әлеуетті елге айналды. Біздің ұстанған бағытымыздың дұрыс екенін уақыт өзі дәлелдеп берді.
Kazakh,egemen.kz,2012/03/08,"«Апарам, – дедім, – көрмеге»."
Kazakh,inform.kz,2011/12/20,"Бұл жерде жастар өздерінің денсаулығы жайлы ақпаратты біле алады, сондай-ақ наркомания және тағы да басқа аурулар жағынан көмек керек болса, мамандар наркологиялық диспансерге жолдама береді."
Kazakh,egemen.kz,2011/11/16,"– Қазақтың үштен бірі сыртта десек, аса қателеспейміз. Сіздер сол шеттегі қандастарымыздан да қолдау таптыңыздар ғой."
Kazakh,egemen.kz,2010/06/29,Еуразияны шыр айналдыра қоршап жатқан дүниежүзілік мұхиттың еш қай жерінен зеңбірекпен атып жеткізе алмаған жердің болуы үлкен геосаяси проблема тудырған-ды. Ол адамзатты трансконтиненталдық баллистикалық зымырандар жасауға мәжбүрлеген-ді. Жер бетіндегі зымырандардың бәрінің оқталған нүктесінде тажал қарулар сыналар еді. Одан бас тарту іс жүзінде адамзат санасын атымен өзгертудің жаңа бір амалы деуге болады. Бұл қадам соғыс атаулыдан бас тартумен барабар еді. Мұндай күллі дүние көз тіккен “Хартленд” (Жер кіндігі) атанған қатер аймағының бейбіт қарусыздануына жол ашып берді. Бұл кикілжің атаулыны бейбіт жолмен реттеудегі оптимистік көзқарасты одан сайын орнықтырды. Қапелімде қауырт оқиғалар тасасында қалып келген бұл бастаманың маңызы жыл санап артып келеді. Мұндай адамзаттық прогрестің іргетасы боларлық ізденістің біздің жас тәуелсіздігіміздің басшысынан шыққандығы біздің жүрегімізде заңғар мақтаныш тудырады.
Kazakh,egemen.kz,2010/02/06,"Журналистика мен саясаттың шылбырын тең ұстап келе жатқан Нұрмахан Оразбектің “Көрген жерден көз кетпейді” ныспылы жаңа кітабын оқығанда көптен мұндай формасы тың, баяндау мәнері қоғамды талдауға барып ұласып жататын бесаспап кітапты оқымаған екенбіз деген ойға қалдық. Оқыдық. Қызықтық. Көңілге түйгенімізді көпке жеткізуге тәуекел етіп, үстелге отырдық."
Kazakh,egemen.kz,2010/07/31,ҰРПАҚТАР ҮШІН ҰЛАҒАТТЫ ІС
Kazakh,egemen.kz,2010/04/28,"Жезқазғанда он жыл кеншілік, он жыл партия қызметін атқардым. 1975 жылы СОКП Орталық комитетіне инспекторлық қызметке алындым. Алғашқы жылдары жауаптылығы бей-жай қалдырмайтын жұмыстың қызуы жеңіп кетті. Бес жылдан аса бір орында қызмет істеген соң “ЦК” болса да елге сағынышым үдей берді. “Қайтқан құстар барады Еділдетіп Оралмен, Елге жетіп қалар ма ем, ере кетіп солармен”, – деген сөздері бар “Аңсау” және көптеген сағыныш жайлы өлеңдер де сол кезде туып еді. Елден келген жігіттер кездесіп тұратын, құдайдың бір бергені шабытым суыған жоқ, елдегі газет-журналдарда басылып тұрды, көптеген әндер де туып жатты. Сол кездегі ерекше көзге көрініп менің сөзіме жазылған “Ғашық кез” деген әні бар жас композитор Мұратхан Егінбаев Мәскеуге бір жұмыспен келетіндігін білдірді. Келгеннен кейін қабылдасам орта бойлы, күлімдеп тұрған өңі жылы, көзі өткір, қараторы жігіт екен. Ол “Ғашық кез” деген әннің сөзін менің “Аққу мен ару” атты поэмамнан алыпты. Бұл жаңалықты өзінен бұрын маған Игілік Омаров деген әнші, тамаша домбырашы Мұратханның досы Ыстықкөлде демалыста жүргенде айтып беріп еді. Әннің: “Шіркін-ай, деймін есіме түсіп өткен күн, Адамдар неге айнымас ғашық болмайды?” – деген жерлері жүректі жұлып алардай өте әсерлі де, әдемі шығыпты. Махаббат мұңын шеккен ән тез тарап кетті. Оның ең үлкен таратушысы Қазақстанның халық әртісі, бұл күндегі әйгілі әншіміз Қайрат Байбосынов болды."
Kazakh,egemen.kz,2010/05/26,"Қасиетті Қараөткелдің байырғы тұрғындары әлі күнге ұмыта қоймаған болар, ертеректе елордамыздың айналасы жазық далалы болатын да, қаңбақ қуған кезбе жел еш кедергісіз шаһар аралап, жан баласының берекесін алып тынушы еді. Бүгінгі жағдай мүлдем басқаша. Астананы қоршай орман отырғызылып, екпінді дауылдарға қолдан егілген жасыл белдеу тосқауыл қойылғалы бері көше бойлаған қума жел сап тыйылды. Сонымен бірге шаң-тозаң саябырсып, еліміздің бас қаласында бұрын-соңды болып көрмеген ерекше жайлы микроклимат пайда болды. Бұл, “Жасыл Аймақ” республикалық мемлекеттік кәсіпорыны еңбеккерлерінің қолымен жасалған жұмақ."
Kazakh,egemen.kz,2011/07/19,Жазғанымды жамандап
Kazakh,egemen.kz,2010/09/10,"Бүгінгі таңда технопарктер қызметінің басым бағыттары айқындалып, өңірлерде бірқатар шаралар өткізілді. Сондай-ақ, технологиялық бизнес-инкубаторлар, рейтингтік жүйелер, еркін тарифтік саясат, басты тиімділік көрсеткіштер бойынша бағалау сияқты қызмет көрсету түрлеріне қатысты тұжырымдама жасалып, жүзеге асырылуда."
Kazakh,1tv.kz,2011/11/24,Республикалық бюджеттің басым бөлігі әлеуметтік көмек пен әлеуметтік қамсыздандыруға бөлінді. Үш жыл ішінде мемлекет осы салаға 4 триллион 38 миллиард теңге жұмсамақшы.
Kazakh,egemen.kz,2011/04/19,"Біз бүкіл этностар өкілдерінің өзінің тілін, мәдениетін сақтауы үшін барлық жағдайларды жасадық."
Kazakh,egemen.kz,2011/12/26,«Шахтер» — Қарағанды
Kazakh,egemen.kz,2010/12/25,"Осы Саммитте ЕҚЫҰ-ның бірінші өлшемі аясында әлем қауіпсіздігіне баса назар аударылды. Сенім мен қауіпсіздік шараларын нығайту, жаппай қырып-жоятын қару-жарақтар таратуды ауыздықтау, терроризмге, ұйымдасқан қылмысқа, адам саудасы мен есірткінің заңсыз айналымына қарсы бірлесе күресу мәселелері кеңінен талқыланды. Сонымен қатар ЕҚЫҰ-ның экономикалық-экологиялық себетінің басымдықтары қаралды. Соңғы жылдары табиғаттың тосын мінез көрсетуімен бірге, адам қолымен жасалған экологиялық апаттар да аз емес екені белгілі. Арал проблемасы да қозғалды."
Kazakh,egemen.kz,2011/09/16,"Мен, рас, көрмей өстім алма бағын,"
Kazakh,kaz.gazeta.kz,2012/02/15,"- Апта ішінде елімізде 3 мың 799 қылмыс тіркеліп, 2 мың 102 қылмыстың ізі суымай ашылды."
Kazakh,kaz.gazeta.kz,2012/02/21,Сонымен қатар министр мұнай өнімдері мен мұнайды тасымалдау тұрғысындағы екіжақты келісімдер әлі бекітілмегенін жеткізді.
Kazakh,egemen.kz,2009/10/09,"Алғашқы есептік конференцияны өткізуге М.Тынышбаев атындағы Қазақ көлік және коммуникациялар академиясының таңдалып отырғаны да кездейсоқтық емес. Аталмыш білім ордасы қоныс тепкен Алматы қаласының Алмалы ауданында еліміздегі маңдайалды 19 жоғары оқу орны орналасқан. Бұл жиынға үнемі жастардың арасында жүретін Алмалы ауданының жас әкімі М.Прінбеков те қатысып, басталған тірліктің баянды болуына тілектестік білдірді."
Kazakh,kaz.gazeta.kz,2012/01/10,"«Жүргізілген жөндеу сапалы болса, бір сәрі, онда еш ойланбастан төлеуші едік», - дейді ашынған тұрғындар. Күрделі жөндеуден кейінгі үйдің қалпы мынадай: подъездегі тоқ сымдары ашық күйінде қалған, ал кей тұрғындардың үйі сыз тартып, қабырғалары көгере бастапты."
Kazakh,1tv.kz,2012/01/19,"«Қазір ұсталған адам түсініктеме беруде, ер адам алғашқы жауап алу кезінде-ақ өзінің айыбын мойындады. Оның айтуынша, істеген ісі үшін жауапкершіліктен қорыққан. Сондықтан жәбірленушіні жол бойында қалдырып кеткен» деп қосты Рашид Ахметқазин."
Kazakh,egemen.kz,2009/12/01,"Бүгінгі күні Ауыл шаруашылығы министрлігінің Су ресурстары комитеті өңірге қажетті су көлемін алып беруде елеулі еңбек атқаруда. Алайда, басты мәселе су көлемі ғана болып отыр. Судың сапасы тасада қалуда. 1975-1980 жылдардан бері Сырдария суының бір литріндегі тұз мөлшері 1,5 грамнан төмен түскен емес. Соңғы 35-40 жылда Сыр өңірі суармалы алқаптарына өзен суымен көп мөлшерде зиянды химиялық заттар келіп шөкті. Осының барлығы дақылдар өнімі мен оның сапасын төмендетуге әсерін беруде. Сондықтан, ғылыми мекемелер егіс топырағында зиянды химиялық заттар құрамын зерттеп, оның қолайсыз әсерін азайту жолдарын анықтауы тиіс. Сонымен қатар Сырдария суының сапасын жақсартудағы зерттеулерге баса назар аударылуы қажет деп санаймыз."
Kazakh,egemen.kz,2011/01/14,"Агенттіктің 2011 жылға арналған негізгі міндеттері инвестициялық тарифтер бойынша жұмыс жасайтын ТМС санын ұлғайту және электр энергиясын үнемдеу, электр энергиясына тұтыну көлеміне қарай тарифтерді саралауды одан әрі жетілдіру болып табылады. Сонымен қатар Біртұтас экономикалық кеңістікті қалыптастыру және Бүкіләлемдік сауда ұйымына кіру шеңберінде темір жол тасымалына тарифтерді бір ізге түсіру, реттелетін қызметтер тарифтерінің инфляциясын олардың шекті үлесінің шеңберінде бекіту де агенттік алға қойған мақсаттардың бірі болып отыр. Осындай міндеттерді шешу реттелетін субъектілердің экономикалық орнықтылығын қамтамасыз етуге, энергияны сақтау жұмысын жалғастыруға, электр энергиясын және суды үнемдеуге, сондай-ақ реттелетін қызметтерге бағалардың негізсіз өсуінен тұтынушыларды қорғауға жәрдемдеспек."
Kazakh,egemen.kz,2010/08/28,"Ойымды түйіндеп айтар болсам, Конституция тек мемлекеттің ғана емес, қоғам өмірінің жол көрсетушісі – Ата Заңы болып табылады. Бұл идеяның меншікке, азаматтардың құқықтары мен бостандықтарына, қоғамдық бірлестіктерге, отбасына және тағы басқаларға қатысы бар екендігін әрқашан ұмытпауымыз қажет."
Kazakh,egemen.kz,2009/12/31,"– Жұмысшыларға кәсіпорын өнімдері қолжетімді бағамен сатылады. Олардың денсаулығын сақтау, дұрыс дем алу мәселелерін де ойластырып отырамыз. Еуропалық үлгіде жөндеуден өткен асхана бір мезгілде 60 адамға қызмет көрсетеді. Аз қамтылған жандарға бір миллион теңгенің әлеуметтік қолдауы көрсетілді. 72 еңбек және соғыс ардагерлеріне қайырымдылық шараларын үзген емеспіз. “Мектепке жол” акциясына да белсене атсалыстық. Комбинат 5,1 гектар аумақты алып жатыр. Оны көркейтуге, безендіруге, ішкі тазалығына баса мән береміз. Ауладағы қарағайлар мен шыршалар, гүлзарлар жалпы алаңның 51 пайызын қамтиды, – дейді А.Шрамко."
Kazakh,kaz.gazeta.kz,2012/03/09,"7 жыл бұрын (2005) Таразда жаңа спорт кешенінің ашылу салтанаты болды. Кешенде тренажер залдары, сонымен бірге шығыс жекпе-жектерiнiң жаттығуларына арналған, фитнес, аэробика және денсаулықты жақсартатын жаттығулар залдары бар. Бұл жерде балалар үйінің және мүмкіндігі шектеулі балалардың жаттығулары өтеді."
Kazakh,egemen.kz,2009/10/09,"Іскерлік жиынды Солтүстік Қазақстан облысының әкімі Серік Біләлов ашып, ел экономикасын өркендетуде жергілікті өнімдерге басымдық беру үлкен маңызға ие болып отырғанын, бұл бағытта Мемлекет басшысы белгілеген тапсырмаларды орындауда ішкі мүмкіндіктер жеткілікті екенін жеткізді. Бердібек Мәшбекұлы өз сөзінде бұдан былай мемлекеттік сатып алуларда қазақстандық кәсіпкерлердің мүддесі бірінші орынға қойылатынын, бәсекеге қабылетті сапалы тауарлар шығару қолымыздан келетінін айта келіп, жылы шырайлы кездесу үшін алғыс айтты. Облыс әкімдері бірінші кезекте жергілікті өнімдерге үлкен басымдық берілетін екіжақты меморандумға қол қойып, экономикалық қарым-қатынастың қалыпты үрдіс алатынына сенім білдірісті."
Kazakh,egemen.kz,2011/04/27,"Тілімізді жаңғырту, байыту әрине, маңызды. Бірақ «бояғыш, бояғыш дегенге сақалын бояптының» кебімен сөздердің бәрін қазақшалау мақсат емес, ол мүмкін емес те. Тек сауатты аудару керек. Халықаралық терминдер сол қалпынша қалдырылғаны дұрыс. Қазақ өзінің ғылыми-техникалық жетістіктерін басқа тілдерге таңып беретіндей ештеңе істеп жатқан жоқ, жуық арада істемейді де. Осы жәйтті де ескерген дұрыс болар еді."
Kazakh,egemen.kz,2011/08/13,"Жеңімпаз атағы мен беделінен басқа, жоғары жастaғы топтағы чемпион командаға 2012 жылы ең атақты еуропалық футбол алаңдарының біріне бару сияқты қосымша сыйлық ұсынылады. Бұл 30-дан артық елдердің командалары қатысатын және биылдан бері қазақстандық «Coca-Cola Былғары доп» футбол турнирін құрамына біріктірген халықаралық Copa Coca-Cola (Копа Кока-Кола) балалар-жасөспірімдер турнирінің арқасында мүмкін болып отыр."
Kazakh,bnews.kz,2010/09/15,"Сонымен қатар, бүгінгі күнде ел бюджетінен футболды дамытуға көп қаржы жұмсалады, ал спорттың қалған түрлерін жетілдіруге қаражат бөлінбейді, деп атап өтті ол."
Kazakh,egemen.kz,2011/05/06,"– Мұндағы қайта құру жұмыстары аяқталған соң бізге Ресейдегі әйгілі «Россельхознадзор» басқармасынан инспекторлар келді, – дейді Нұрлан Есімханұлы. – Бірнеше күн болып, мұқият тексеру жүргізген олар біздегі жағдай талапқа сай деген шешімге келіп, өз сайттарына шығуға рұқсат берді. Енді бізге Ресейге өз өніміміздің кез келген түрін шығаруға жол ашылды. Бұдан соң Еуроодақтан арнайы жіберілген еурокомиссарларды күтіп алдық. Кірпияз еуропалықтар зауыттың, өнімнің, судың, осындағы техника атаулының, өнімді сақтаудың, тіпті, киімнің тазалығына дейін шұқшия тексерді. Олар денсаулық қауіпсіздігін қатаң назарда ұстайды ғой. Дегенмен, біз бұл сыннан да абыроймен өте алдық. Аталған комиссиямен бірге Астанадан, облыстан, ауданнан да құзырлы адамдар келіп, біздің өз ісімізді лайықты деңгейде ұйымдастырғанымызға куә болды. Енді сертификат нөмірін тосып отырмыз. Ол қолға тиген соң, өнімді Еуроодаққа тікелей жөнелтетін боламыз. Ал Кеден одағымен де қоян-қолтық әріптестікке қол жеткізіп отырмыз."
Kazakh,zhasalash.kz,2011/09/27,"Ханның басын хан алды,"
Kazakh,kaz.gazeta.kz,2012/03/27,"Еуро бойынша Т+0 есебімен мәмілелер жасалған жоқ, сессияның жабылуында сұраныс 197,70 теңгені құрады."
Kazakh,bnews.kz,2010/01/15,"Премьер-Министрдің айтуынша үдетілген инновациялық-индустриялық бағдарлама шеңберіндегі мемлекеттің көмегін кәсіпорындардың бағдарламалары мен технологиялық жаңару тұрғысынан байланыстыру қажет. «Егер біз бұны жасамасақ, онда алдағы 5-10 жылда біздің бүкіл өнеркәсібімізді жоюға тура келеді. Сіздер бұны жақсы білесіздер және түсінесіздер», деді ол."
Kazakh,egemen.kz,2011/09/07,"Өзі жаужүрек батыр, рухы асқақ ақын, сал-серілігі бір төбе Қасым – қазақ ұлттық ақындарының ХХ ғасырдағы жаңаша келбет иеленген жиынтық образы десек артық емес! Оның жауынгерлік жырлары жыраулар поэзиясының заңды жалғасы, рухани ұрпағы, оның азаматтық поэзиясы Шортанбай, Мұрат, Абай салған ақындық жолдың соны соқпақ, дара даңғылдарға ұласуы, оның лирикасы Мағжан мен Ілияс, Сұлтанмахмұт, топырағынан нәр-қуат алған поэзия десек те жаңылыспасымыз анық. Сөзімізге дәлел іздесеңіз, қазақ поэзиясының әр дәуірдегі төлтума жауһарларын Қасым поэзиясымен ұштастыра отырып оқып көріңіз. XV ғасырдағы қазақ жырынан XX ғасырдағы Қасым өлеңдерінің рухын аңғарасыз, XIX ғасырдағы дәуірнамалық жәдігерлеріміздің Қасым жырлары арқылы жаңаша өрнектелуін тану, табу аса қиын емес."
Kazakh,egemen.kz,2008/09/17,"Жиналыста тиянақты, нақтылы, түсінікті сөйлейтін. Көп лепіріп, білгішсінбейтін. Ал сөйлеп тұрған кісінің сөзін бөліп, оған өз ойын таңбайды екен. Тіпті мылжыңның сөзін де жалықпай тыңдап, әбден шектен шығып бара жатқанда ғана оған талдап жатқан тақырыпты есіне салып қояды екен."
Kazakh,egemen.kz,2009/11/04,"Мидай даладағы бұлақ суының дәмімен біткен тағы бір шоқ тал қазекеме көзбелгі болса керек. Күркетал бұлағынан таяқ тастам жер-дегі ағашты Бүйректал атапты. Осы Бүйректал ауылының аты тың игерілген жылдары орыс-орман басып қалғанда да, жоғалмай сақталып, оны шаруашылық иемденді. Жетпісінші жылдары астық шаруашылықтарының барлығы да дүрілдеді. “Бүйректал” кеңшарының алғашқы директоры Виктор Налитов деген кісі ауылға іргедегі Күркетал бұлағынан су құбырын тартқызды, орта мектеп, клуб, тұрғын үйлер салдырды. Аудан, облыс орталығынан да, ұлы жолдың бойынан да алыс жатқанмен Бүйректал ауылының ештеңеден мұқтажы болған жоқ. Бұлақ басында баяғы үй көрмей ойнайтын балалардың барлығы осы ауылда ержетті, өмірге қанат қақты. Елге еңбегі сіңіп жүрген айтулы азамат болып қалыптасты. Олар түлеп ұшқан алтын ұясы болған соң ауылды ұмытпай соғып тұратын. Ал Жұмағали Қасымов ауылдан кете алмады. Кете алмағанда оқи алмай қалған жоқ, Алматыдағы Қазақ мемлекеттік университетінің филология факультетін бітірді. Мәлік Ғабдуллин, Зейнолла Ғабдолов, Ісмет Кеңесбаев, Бейсенбай Кенжебаев, Темірғали Нұртазин, Мұхаметжан Қаратаев сияқты марғасқалардан дәріс тыңдады. Жақсы оқыды, оның пайымдылығын байқаған ұстаздар ғылым жо-лына түсер деп ойлайтын. Университетті бітірерде ұстаздарының кеңесімен Қазақ ұлттық академия-сына жолдама алды. Оған екінің бірінің қолы жете бермейтіні аян. Оқуға есейіп келген жігіттің бірге оқыған курстастарынан білім қарымы да, өмірлік тәжірибесі де бір саты жоғары екені білініп тұратын. Ол алғашқы курстан-ақ факультеттің, одан қалды университеттің қоғамдық жұмысына белсене қатысты. Екі тілде сайрап тұрған жігітке тапсырылған кез келген жұмыс ықтиятты атқарылатын еді. Өзі оқыған топты да, студенттер отрядын да шыр көбелек айналдырып басқаратын осы Жұмағали Қасымов болатын. Бірақ университетті бітірген соң, Жұмағали тосын мінез танытты, ұстаздары ойлағандай академияға емес, ауылға тартты."
Kazakh,egemen.kz,2012/02/23,"ТҮЙІН: Біз айттық. Енді естір құлақ болса десеңіз. Десек те облыс басшылығы ауыл халқының жанайқайына құлақ түріп, өздері берген уәдені әлі де орындайтын шығар деген әлсіз үміт маздайды көкіректе."
Kazakh,egemen.kz,2011/12/29,сәйкес келмейтін материалды-техникалық база (стационарлы биоқоймасы бар өндірістік үй-жай) – 3 балл;
Kazakh,egemen.kz,2010/01/11,Қ.Монтахаев сәулетші ретінде өзінің қызметін 1972 жылы Қазақ политехникалық институтын бітірген соң “Алматыгипрогор” Мемлекеттік жобалау институтына жіберілгеннен кейін бастады. Ол мұнда қатардағы сәулетшіден институттың бас сәулетшісіне дейінгі жолдан өтті.
Kazakh,egemen.kz,2010/04/30,"Жөн айтылған сөз, ядролық қаруға берілген жақсы сипаттама. Осынау сипаттаманы Иранның өзі, оның басшылығы ұстанар болса, әлемдегі ядролық ахуал айтарлықтай сауығар еді. Сөз жүзінде олардың сол атом қуатын бейбіт мақсатта пайдаланамыз дегенмен, іс жүзінде оған кереғар әрекеттерге барып отырғаны жұрттың бәріне белгілі. Жеке мемлекеттер емес, бұл елдің Халықаралық атом қуатын пайдалану жөніндегі агенттікпен (МАГАТЭ) де тіл табыса алмай жүргені мәлім. Ядролық қару жөніндегі ең үлкен даудың Иранға қатысты туындағанына да біраз уақыт болды. Әлемнің жетекші елдері оны келіссөзге, мәмілеге шақырады. Бірақ Иранмен келісу қиын. Бұл жайында талай айтылған, талай жазылған."
Kazakh,egemen.kz,2010/09/24,– Онда неге мұны роман сюжетіне енгізбедіңіз?
Kazakh,kaz.gazeta.kz,2012/02/06,Таныстырылым барысында аталған заң жобасы жайында ҚР Ұлттық Банкі төрағасының орынбасары Данияр Ақышев баяндама жасайды деп күтілуде.
Kazakh,egemen.kz,2011/06/16,Конференция не берді?
Kazakh,egemen.kz,2010/04/16,"Екіншіден, Семей ядролық полигонында қырық жыл бойы жер үстінде және жер астында жүргізілген қуатты жарылыстар салдарынан экологиясы бұзылып, халық барынша зардап тартып келген елімізде 1989 жылы “Невада-Семей” халықтық қозғалысы пайда болды. Оны халықаралық қауымдастыққа аты мәлім, ақын әрі қоғам қайраткері Олжас Сүлейменов басқарды. 1991 жылдың 29 тамызында Мемлекет басшысы Нұрсұлтан Назарбаев ерекше батылдықпен шешім қабылдай отырып, Семей полигонын жапты. 1993 жылы Қазақстан ТМД-да алғашқылардың бірі болып Ядролық қаруларды таратпау жөніндегі келісім-шартқа қосылды. Қазақстан ядролық қарудан өз еркімен бас тартқан әлемдегі бірінші ел болып табылады."
Kazakh,zhasalash.kz,2011/02/24,"...Дариға, бал-дәуренiм, сал-дәуренiм,"
Kazakh,almaty.kz,2010/09/20,«Қосанов Мемориалы» атты жеңіл атлетшілер турнирі Азия және Орталық Азия континентіндегі ең үздік жарыстардың бірі болып табылады.
Kazakh,egemen.kz,2012/02/01,"Бірде Алматыға Мәскеуден КСРО Суретшілер одағының театр суретшілері секциясының бастығы, профессор Курилко келіп, 4-курс студенті Еркін Нұразханның М.Горькийдің «Шыңырауда» деп аталатын пьесасы бойынша қойылатын спектакльге жасаған макетін көріп, әбден ұнатып, авторды іздестіреді. Табыла қоймайды. Бәлкім, Нұразхановқа театр суретшісі болуды тағдыр жазбаған болар. Өйткені, бұл кезде біздің кейіпкеріміз оқуымен қатар «Балдырған» журналында қызметте жүрген."
Kazakh,egemen.kz,2011/06/08,"– Менің қолымда 250 адам жұмыс істейді, соның 30 пайызы 30-ға жетпеген жастар. Ауылда өскен баланың алдымен ауылға жаны ашып тұрады. Мен мұны олардың патриотизмі, отаншылдығы деп бағалаймын. Биыл маған оқу бітіріп 4 жас маман келді. Оларға қолдан келгенше жағдай жасаймыз. Жас кезімізде бізді ақсақалдар, ақ жаулықты аналар тәрбиеледі, жалпы ұлтына қарамай, үлкен кісілердің ақылын алып өстік. Осы көрініс қазір жетіңкіремейді. Патриотизм атадан балаға, ұрпақтан ұрпаққа берілуі керек. Аға ұрпақ өкілдері балаға өздерінің өмір жолдарын, дәстүрді, тілді, барлығын айтып, үлгі болып отырулары керек. Әркім сонда отаншылдыққа үлес қосады."
Kazakh,egemen.kz,2010/04/16,"Бала-шаға құйындай ұшып, қиқуласа шаңдатып алға кеткен. Ауылдың жалбағай иттері де шәуілдей үріп, жол жиегінде ойқастап беталды шапқыласып жүр. Көңілі алып ұшқан Гүлжан да балалармен бірге біраз жерге дейін қабаттаса жүгірген. Сосын ағасы болғанымен бұрын көрмеген кісісі екені есіне түсіп, біртүрлі тайсалыңқырап тұрып қалды. Көпшілікпен бірге соңында келе жатқан шешесін күтті. Үлкендер жағы келесі бір тепсеңге шыға бере үйіріле тоқтаған. Майдангер азаматты осы арадан қарсы алмақ ойда секілді."
Kazakh,bnews.kz,2010/07/18,Сурет Алексей Тугриновтікі /MiddleAsia
Kazakh,egemen.kz,2011/09/16,"Маралдың қаны қуат береді дейді,"
Kazakh,bnews.kz,2009/12/30,Осы Келісім шеңберінде құрылған кешен мемлекетіміздің қалыптасып жатқан ғарыш саласының басты элементі болады.
Kazakh,egemen.kz,2010/07/03,– Қазіргі Қазақстан экономикасының даму бағытын маман ретінде қалай бағалайсыз?
Kazakh,inform.kz,2011/12/05,"Қордай ЖЭС қуаттылығы 1500 КВт, ол 500 үйді электр энергиясымен қамтамасыз ете алады."
Kazakh,egemen.kz,2010/05/05,"Сондай-ақ, әкім ардагерлердің Астана мен Мәскеуге барып-келуінің мұқият ұйымдастырылып, олардың үстіндегі киім үлгілерінің де бірыңғай болуын қадағалауды құнттауды тапсырды."
Kazakh,newskaz.kz,2011/11/15,"ТЖД мәліметінше, «оқиға орнына Ұлттық қауіпсіздік комитеті, өрт сөндіру, жедел-жәрдем қызметкерлері келіп жеткен»."
Kazakh,inform.kz,2012/01/20,"""Партиялардың бәсекелесі мен жарысы біздің Парламенттің өмірін жандандыра сөзсіз. Дегенмен, сіздердің әрқайсыларыңыз әрқашан да барлығымыз бір елдің азаматы екендігімізді, сіздер біздің халқымыздың мүддесін қорғайтындықтарыңызды ұмытпауларыңыз керек"", - деді Н.Назарбаев."
Kazakh,egemen.kz,2011/12/15,"Сондай-ақ жоспарда 2010-2014 жылдарға арналған мемлекеттік үдемелі индустриялық-инновациялық даму бағдарламасына, индустрияландыру картасына және басқа да салалық бағдарламаларға енген стратегиялық инвестициялық жобалар қамтылған."
Kazakh,zhasalash.kz,2011/09/27,"Кезекке тұрмыз бәрiмiз,"
Kazakh,egemen.kz,2011/11/01,– Амангелді газ кенішінің ашылуына қандай жағдайлар себеп болды?
Kazakh,zhasalash.kz,2012/01/26,Оқ атылды –
Kazakh,egemen.kz,2011/07/13,"– Бұған дау бар ма, жер бетінен жоғалғысы келген жұрт сондай қылыққа барады… Жылқыда тіл жоқ, бірақ бәрін түсінеді, түйсінеді. Жылқы еркіндікті сүйетін, бостандықтың символы. Қазақ та жылқы сияқты кіршіксіз тазалықты қадірлеп, басынан сөз асырмайды. Ат пен қазақтың сезімталдығына тағы бір мысал келтіре кетейін. Өткен ғасырдың басында Мәлғажы есімді кедей қойшы арық атымен мал жайып жүреді. Бір күні қастарынан бәйге аттары оқтай зулап өтіп бара жатқанда, қойторы күрсінген көрінеді. Сонда ердің айылы үзіліп кетіпті. Мәлғажы кедей қойшы болғанмен, ойы сергек, зердесі терең жан болса керек. Мынадан кейін қойды өгізбен жаяу жүріп бағып, арық атын баптай бастайды. Бабына келгенде, бәйгеге қосады. Арығы тұлпар болып шығыпты. Бәйгенің алдын бермепті. Кедей қойшыға шыр бітеді. Тоғыз тайлақ босағасына байланып, менсінбей жүргендердің сәлемі түзіледі. Жақсы ат ауызды ағартады деген осы шығар."
Kazakh,kaz.gazeta.kz,2012/02/15,"Облыс әкімінің баспасөз қызметінен түскен мәліметке қарағанда, министрдің қатысуымен «Елбасы Жолдауын және 2011-2015 жылдарға арналған «Саламатты Қазақстан» мемлекеттік бағдарламасын жүзеге асыру аясында облыстық денсаулық сақтау басқармасының 2011 жылғы жұмыс қорытындылары мен 2012 жылғы міндеттер» деген тақырыпта облыстық денсаулық сақтау басқармасының алқа мәжілісі болмақ."
