Language,Source,Date,Text
Korean,chosun.com,2010/04/08,"박씨는 이번 작품에 대해 “위대한 시인으로 불리는 70세 노인 ’이적요’와 그가 사랑하는 17세 소녀 ’은교’, 이적요의 제자로 베스트셀러 작가인 ’서지우’가 주요 등장인물”이라며 “은교는 순결한 대상이자 판타지이며 영원 또는 닿을 수 없는 불멸의 존재”라고 설명했다."
Korean,donga.com,2010/07/16,"마련에도 불구하고 대다수 학생이 별 탈 없이 시험을 치렀다. 통계에 포함되지 않은 서울 영등포고와 대영중의 집단 시험거부 사건을 제외하면 체험학습을 떠나거나 대체 프로그램에 참여한 학생은 전체 학생(193만9000명)의 0.02%인 433명에 그쳤다. 2008년 188명, 2009년 82명에 비해선 늘었지만 요란했던 평가거부 움직임에 비하면 찻잔 속의 태풍 같은 것이었다."
Korean,chosun.com,2009/08/18,올레길과 둘레길은 나름대로 특성이 있다. 서로 우열을 따질 성격이 아니다. 한 쪽은 수려한 미모의 해변 처녀 같고 다른 쪽은 화장기 없이 해맑은 산골 처녀같다. 한 쪽은 가슴 설레는 데이트 분위기이고 다른 쪽은 오랜 애인과 정담을 나누는 분위기다. 그러니 결국 두 곳 다 가는 것이 좋다. 햇빛이 조금 더 부드러워지고 대기가 청명해지는 가을이 되면 걷기가 훨씬 좋을 것이다.
Korean,khan.co.kr,2010/05/06,◐열심히 노력할 나이죠(LG 박종훈 감독)=최근 부진한 이병규(9번)가 전성기를 지난 나이(37세) 때문 아니냐는 말에 열심히 훈련하면 충분히 극복할 수 있다며.
Korean,hankooki.com,2011/01/31,"호경암부터가 북악하늘길의 하이라이트다. 갑자기 숲이 열리고 서울의 너른 하늘이 펼쳐진다. 눈을 가득 이고 있는 북악의 산자락이 넘실거리고, 능선 위엔 긴 서울성곽이 함께 출렁인다. 성곽 너머로는 순백의 빌딩숲이 아스라이 펼쳐진다. 숲과 산이 두른 넉넉한 품과, 성곽이 전해주는 600년 고도의 정취가 어울려 서울은 이렇게 아늑하고 스스로를 뽐낸다. 눈 때문만이 아니다. 그 출렁이는 선으로 짐작하건대 서울은 눈이 없어도 예쁜 곳이었다. 단지 이제껏 그걸 몰랐던 것뿐이다."
Korean,moodeungilbo.co.kr,2010/10/27,"뒷면의 비문 글씨는 권율의 11세후손이 썼고 비문은 의금부 도사 송병순(1839-1912)이 지었다. 송병순이면 우암 송시열의 9대손으로서 1905년 을사보호조약 때 자결한 유학자 송병선의 동생이고, 그 역시 1910년 한일강제병합에 실의하다가 1912년에 자결한 사람이다. 비문을 지은 해는 임인년이다. 서기로 환산하니 1902년이다. 1902년이면 우리나라가 외세에 무척 시달린 때이고 청일전쟁에서 이긴 일본이 우리나라에서 주도권을 잡아가는 시기이다. 이 때 권율장군의 창의비를 세운 것은 일본의 침략을 막아보고자 하는 일념이 작용하였으리라."
Korean,chosun.com,2009/08/24,교황청 그리스도교 고고학연구소에서 공부하면서 바티칸에 대한 견문을 넓힌 콜린스 신부는 지난해 취재와 촬영을 허락받아 이 책을 썼다.
Korean,hankooki.com,2006/09/28,"""처음에는 큰 스크린에 제 얼굴이 클로즈업돼 나오는 것이 걱정됐어요. 그렇지만 영화는 저에게는 생소한 장르라 호기심이 생기더라고요. 뮤지컬 영화라 생소하기도 했지만 내용이 독특하다는 점에 끌렸습니다. 그래서 준비도 많이 하고 열심히 해야겠다고 생각했죠."""
Korean,moodeungilbo.co.kr,2011/05/24,"호우특보에 '강우강도'를 반영하고, 태풍 5일 예보제 시행과 실시간 폭염 문자메시지(SMS) 발송 등이 그것이다."
Korean,hankooki.com,2008/12/30,"반면 남규리는 박태환에게 섭섭함을 드러냈다. 남규리는 이 녹화에서 ""이상형이 나만 있는 줄 알았는데, 아니더라. (이상형으로 언급한 게) 나 뿐이 아니었다""라고 눙쳤다. 이에 박태환은 남규리에 대한 속내를 우회적으로 표현했다. 신동엽이 남규리에게 ""박태환에게 좋은 사람을 소개시켜 주라""는 부탁을 하자, 박태환은 말을 끊으며 ""(남규리가) 직접 나오셔도 좋다""고 너스레를 떨었다."
Korean,joongdo.co.kr,2009/11/26,이들은 이날 기자회견문을 통해 “전국농민회총연맹이 조사한 쌀 생산비가 정곡 80㎏당 20여만 원이지만 정부의 쌀 목표 가격은 17만 원에 불과하다”며 “정부의 쌀 가격정책은 농민들에게 생산비조차 보장하지 못하고 있는 형편”이라고 성토했다.
Korean,donga.com,2010/09/07,아시아의 선진국 일본이 한국 가수를 좋아하는 모습에 일종의 정신적 카타르시스를 느꼈다는 분석이다.
Korean,hankooki.com,2011/02/21,# 우아한 로맨틱 스타일
Korean,joongdo.co.kr,2011/02/23,"직지상 심사내용으로는 기록문화의 접근과 보존에 관련하여 후보자가 발간한 중요한 기록물과 후보자들이 기여한 활동사항, 창조력, 지도력, 편집물 그리고 직지상 수상금 3만달러에 대한 사용방법 등을 심사한다."
Korean,hankyung.com,2009/10/14,여자 꼬시는 작업이 잘 진행되면 이메일이나 트위터 페이스북 등을 통해 동네방네 떠벌일 수도 있습니다. 펩시는 도대체 왜 이런 애플리케이션을 만들었을까요? AMP Energy라는 음료를 알리기 위해서입니다. 타깃이 18~24세 남자인가 봅니다. 이들의 시선을 끌기 위해 일부러 말썽을 피운 것이죠.
Korean,sportsseoul.com,2010/10/15,한국시리즈에 진출한 팀은 총력전을 편다. 내일이 없기 때문이다. 3~4점 차도 안심할 수 없는 승부가 속출한다. 객관적인 전력보다 그 날의 컨디션과 분위기에 크게 좌우되는 경향이 많다.
Korean,hankooki.com,2009/02/18,"안의원이 공개한 자료에 따르면 강호동의 지난 1년간 총출연료는 4억4,600만원에 달했다.(표 참조) 강호동의 총출연료는 낮지만 회당 출연료로 따졌을 때 가장 많다."
Korean,donga.com,2001/01/15,"“아니야, 나도 이 직업이 싫어. 하지만 하기 싫어도 해야되는 게 인생이야, 안 그래?”"
Korean,chosun.com,2009/12/05,"브라질은 2007년 코파아메리카에서 숙적 아르헨티나를 물리치고 정상에 올랐고, 지난 7월 폐막된 컨페더레이션스컵에서도 우승을 차지했다. 그?� 월드컵 본선보다 더 어렵다는 남미 지역 예선을 당당히 1위로 통과했다."
Korean,chosun.com,2009/09/02,소박한 살림집들이 많은 정독도서관과 삼청동길 사이의 한옥 골목에서는 낡은 한옥을 새로 짓거나 고치는 공사가 한창이다. 한옥 처마 아래 예쁘게 꾸민 찻집과 식당이 많은 정독도서관 정문에서 '윤보선가' 앞을 지나 다시 안국역으로 나오며 답사는 끝난다. 종로구 관광과 (02)731-0851
Korean,chosun.com,2008/01/23,"번화한 뉴욕의 한 복판, 그리고 삼엄하게 둘러쳐진 철창사이로 보이는 커다른 웅덩이는 과거 처참하게 무너져내렸던 쌍둥이 빌딩을 기억하게 했다. 무엇보다 철창 주변을 둘러 쌓고있는 참사를 추모하는 사진들과 글들은 참혹의 역사를 되새김하고 있었다."
Korean,hankooki.com,2008/03/21,안씨의 주장은 이미 언론을 통해 여러 차례 밝힌 내용과 대동소이하다. 안씨가 다시 한번 확실한 입장을 정리함에 따라 이민영과 김씨측의 공방은 양측간의 문제로 첨예한 법정 공방을 벌일 것으로 관측된다.
Korean,donga.com,2006/10/26,김장중 인간교육실현학부모 연대 부회장·행정학박사
Korean,sportsseoul.com,2010/05/29,"수도권 중에서는 서울, 신도시, 인천지역 하락폭이 매우 컸다. 서울은 -0.17%로 지난달(-0.05%)보다 -0.12%포인트 증가했으며, 신도시는 -0.56%로 지난달(-0.35%)대비 -0.21%포인트 증가했다. 인천은 -0.83%로 지난달(-0.13%)보다 무려 -0.70%포인트 급락해 가장 큰 하락폭을 기록했다."
Korean,donga.com,2009/09/23,또 송도국제도시에는 2층 버스보다 낮게 설치된 교통시설물이 없는 데다 아파트 단지를 연결하는 에코 브리지 2곳의 높이도 6.6m로 버스 운행에 장애가 되지 않는다. 시 관계자는 “서울과 부산 등에서는 이미 관광 목적의 2층 버스를 운행하고 있다”며 “도시기반시설 조성이 마무리되면 버스 운행을 시작할 계획”이라고 말했다.
Korean,kukinews.com,2011/05/30,김나래 기자 narae@kmib.co.kr
Korean,khan.co.kr,2011/01/11,용업 업체와 연관된 일이라며 책임을 회피하고 있는 학교 측을 비판하면서 “학교와 노조 측이 대화를 해야 한다”고 힘주어 말했다. 또 “5~10년 근무했던 분들에게 직접적으로 얘기하고 듣는 것이 제일 먼저”라면서 학교 측이 이번 사태 해결에 적극 나설 것을 촉구하기도 했다.
Korean,jjan.kr,2011/05/23,전북도는 지역문화 활성화를 위해 공공도서관과문학관 7곳에 문학 작가가 상주하며 창작지도와 작품 낭독회 등을 하는 파견사업을6월에 시작한다고 23일 밝혔다.
Korean,chosun.com,2010/07/15,'제5원소' 사건은 2000년대 이전 한국 뮤지컬계의 관행에 비하면 코흘리개 애들 장난이다.
Korean,donga.com,2010/09/15,세계경제 문제를 논의하는 주요국의 협의체는 1973년 1차 오일쇼크에 대응하기 위해 1974년 등장한 미국 일본 독일 프랑스 영국 등 G5 재무장관 회의를 모태로 한다. 이 회의는 1975년 이탈리아를 추가해 주요 6개국(G6) 정상회의로 승격됐고 1976년 캐나다의 참여로 G7 체제를 이루게 됐다.
Korean,chosun.com,2010/07/15,다빈치의 호기심과 실험정신이 어느 정도였었는지 짐작이 되지 않으십니까?
Korean,chosun.com,2009/11/09,"“40대, 집안일로부터 손을 보호하세요”"
Korean,hankooki.com,2009/10/05,"그는 이 같은 근거로 얼굴 안쪽과 눈, 코 주변의 여덟 개 빈 공간을 일컫는 `부비동'의 구조에 주목해야 한다고 강조한다."
Korean,chosun.com,2010/11/12,"최 감독은 1991년 러시아 안무가 마리아 콘드라체바를 초청해 ’돈키호테’를 국내 무대에 성공적으로 올린 데 이어 보리스 에이프만, 유리 그리가로비치 등 러시아의 세계적 안무가들과 꾸준히 교류하면서 한국 발레의 수준을 한 단계 발전시킨 공로로 감사장을 받았다."
Korean,chosun.com,2009/06/03,등나무는 자기 힘으로 높이 올라가지 못하고 어딘가에 의지해 자라는 식물이다. 이런 성질 때문에 옛날 사람들은 등나무가 '부부의 애정'을 상징한다고 믿었다. '한국의 나무 문화'의 저자 송홍선씨는 '예부터 사이가 나쁜 부부에겐 등나무를 삶은 물을 마시게 하는 풍습도 전해 내려온다'고 썼다. 한편 칡은 덩굴줄기가 워낙에 질긴 덕에 강원도 영월지방에서 줄다리기 끈으로 쓰기도 했다.
Korean,chosun.com,2010/03/03,"2005~2006년 월드챔피언 페르난도 알론소(29, 스페인)는 2005년 당시 7승을 챙기고 키미 라이코넨(31, 핀란드)과 치열한 경쟁 끝에 최연소로 챔피언 타이틀을 획득했다. 또한 2006년에는 개막전 우승으로 연속 우승 행진을 이어가 '황제' 슈마허를 꺾고 2년 연속 챔피언 자리에 오르기도 했다."
Korean,joongdo.co.kr,2009/11/26,"인건비도 저렴하고 땅 값, 아파트 공급 시장의 영역도 넓은 것도 지역 건설업체가 해외시장으로 눈을 돌리는 이유로 해석된다."
Korean,chosun.com,2009/10/28,"2007-2008년 칠레와 아르헨티나에 한국 현대미술을 소개했던 ’박하사탕’전이 국내에서 다시 열리고 있다. ’박하사탕’전은 본격적으로 중남미에 한국 미술을 알린 전시로, 이전에는 간헐적으로 한국 작가들이 소개됐을 뿐이다."
Korean,khan.co.kr,2010/06/13,"한국 응원석에서 들린 소리가 아니었다. 남아공 관중이 어디서 어떻게 '대~한민국'의 음률을 익혔는지 쉼없이 불어댔고, 경기장은 온통 홈구장같은 분위기였다."
Korean,chosun.com,2010/06/30,"“또 ’카르멘’이냐고 할 수도 있겠죠. 하지만, 이번에는 체코 출신의 영화감독이 연출을 맡아 좀 더 극적이고 볼거리가 풍성한 오페라가 될 것입니다.”"
Korean,hankooki.com,2009/10/07,"한편, 대한대장항문학회는 `대장앎, 바로 알면 이길 수 있습니다'라는 슬로건 아래 오는 10월 19일을 `대장앎의 날'로 정하고 전국 51개 병원에서 대장암 무료 건강강좌와 상담을 진행한다."
Korean,moodeungilbo.co.kr,2010/09/20,◆완도수목원
Korean,donga.com,2003/05/08,이 본부장은 “노동계가 올해 개별 단체협상 등을 통해 근로시간 단축을 선점하려 하고 있어 올 봄이 최대 고비가 될 것”이라고 말했다.
Korean,donga.com,2005/11/29,현행 제도는 30만 m² 이상의 토지구획 정리가 있는 도시개발 사업은 환경 피해가 크기 때문에 환경영향 평가를 의무화하고 있다. 환경영향 평가는 사업이 환경에 미치는 영향뿐만 아니라 사회 및 경제성과 타당성 등 여러 분야를 검토하게 된다. 결과에 따라 피해를 최소화할 수 있는 대책이 요구되기도 하고 사업이 취소되기도 한다. 행정도시는 예정지역 7300만 m²와 주변지역을 합하면 평가기준의 수백 배가 넘기 때문에 매우 신중한 평가를 거쳐야 한다.
Korean,dynews.co.kr,2011/04/27,"“자발적이든, 주변 분위기에 마지못해 동참한 것이든 상관없이 자신이 기부한 것들이 어디에 쓰이고 어떤 결과를 가져오는 지 알게 된다면 기부자들도 정신적 행복과 보람을 얻게 된다”며 “이는 궁극적으로 기부에 대한 오해와 편견을 해소, 더 많은 사람들이 자발적으로 기부에 참여하는 동기부여가 될 것”이라고 설명했다."
Korean,khan.co.kr,2010/01/20,"하워드는 데뷔 3년째이던 2006년 58홈런을 쳐 내셔널리그 최우수선수를 차지했고, 이듬해에도 47홈런을 쏘아 올렸다. 하워드는 2008년 연봉조정신청 때 2007년 연봉 90만달러에서 10배가 넘는 1000만달러를 요구했고 청문회에서 700만달러를 제시한 구단안을 물리치고 연봉조정 사상 최고액 신기록을 작성했다."
Korean,hankooki.com,2007/06/01,남규리는 “당시 데뷔한 지 1년도 채 안된 신인이었다. 그 신인이 얼마나 부귀영화를 누리겠다고 그런 일을 하겠는가? 그 이후 어떤 분들은 ‘씨야가 사건이 많이 터지는데 소속사에서 시킨 것이 아니냐’라는 말을 많이 하더라. 너무 속상했다”고 말했다.
Korean,joinsmsn.com,2011/05/27,`위대한 탄생`의 화제의 도전자였던 권리세가 파이널 무대에서 섹시한 퍼포먼스를 선보이며 시선을 사로잡았다.
Korean,chosun.com,2010/06/22,19세기 초반 미국과 유럽 각국의 병사들에게는 전투만큼이나 고통스러웠던 일이 있었다.
Korean,hankooki.com,2010/12/15,CNG 버스 연료 용기에 대한 정밀점검 규정이 없는 상태에서 발생한 사고라 특정 관계자에 대한 처벌이 쉽지 않아서다.
Korean,joongdo.co.kr,2011/04/17,"연구중심대학(BK21)육성사업, 세계수준의 연구중심대학(WCU)육성사업, 대학교육역량강화사업 등 대학의 교육과 연구활동을 지원하고 이를 기반으로 대학의 발전방향에 대한 중장기 정책연구 수행과 기틀을 제시했다. 고등교육 정책수립의 기초자료와 대학 발전의 핵심역량에 따른 지원방안(정책) 제시와 효율적 대학지원체계를 구축했다는 평이다."
Korean,chosun.com,2011/01/05,"몬드리안은 사물의 본질을 그리려고 하였습니다. 그는 이런 말을 하였습니다. “아름다운 감정은 대상의 외형에서 방해받는다. 그래서 대상은 추상화 되어야 한다.”대부분 그렇듯이, 몬드리안 역시 처음 그림을 시작하며, 위대한 화가를 꿈꾸었습니다."
Korean,khan.co.kr,2010/09/08,"김 감독은 ""김성배의 승리는 단순한 1승 이상의 의미다""고 기뻐했다."
Korean,donga.com,2009/10/15,"나중에 수컷인줄 알았던 조니가 암컷으로 확인됐을 때 로우잉 씨는 ""내게도 딸이 생겼다""며 전율을 느꼈다고 한다."
Korean,donga.com,2010/11/09,여권은 사실무근이라고 발끈했다. 한나라당 안상수 대표는 동아일보와의 통화에서 “박 원내대표가 무슨 근거로 그런 얘기를 하는지는 모르겠지만 전혀 사실이 아니다”고 말했다. 배은희 대변인은 브리핑에서 “박 원내대표가 교묘한 말장난으로 국민을 호도한 일이 한두 번이 아니지만 여권 지도부의 발언까지 왜곡하면서 소설을 쓰는 것은 더는 안 된다”고 비판했다. 청와대 측도 “당정청 회동에서 그런 얘기는 전혀 없었다”며 “박 원내대표는 제발 없는 얘기는 안 했으면 좋겠다”고 말했다.
Korean,khan.co.kr,2011/02/28,이런 경향은 유명 어학원이나 대학 등이 주최하는 고비용의 국내 영어캠프 역시 마찬가지이다. 많은 비용을 치르는 만큼 단기간에 눈에 띄는 성과를 부모에게 보여주려는 것이다. 그러나 이런 방식의 캠프는 학습강도가 매우 높기 때문에 오히려 영어에 대한 흥미와 관심을 반감시킨다. 무엇보다 아직 어린 초등학생 시기에 3~4주의 방학을 강도 높은 영어학습으로 보낸다는 것은 최소한의 교육적 상식을 갖고 있는 부모라면 선택할 수 없는 것이다.
Korean,chosun.com,2007/10/31,04학번 같은 과 동기로 입학해 첫 눈에 반해 사귀기 시작했다는 박승준(21)·이정연(21) 커플. 두 사람은 틈틈히 본관 뒤쪽에 있는 연못을 즐겨 찾는다. 산에 둘러싸여 있어 한적하고 조용할 뿐 아니라 인공적인 느낌이 없어 좋다는 게 그 이유. 하지만 뭐니 뭐니 해도 경희대 캠퍼스 커플에게 가장 인기를 모으는 곳은 미술대까지 오르는 일명 ‘키스로드’다.
Korean,donga.com,2010/03/26,박찬호는 26일(한국시간) 플로리다 사라소타에서 벌어지는 볼티모어 원정경기에 등판할 예정이다. 25일 훈련을 마친 박찬호는 볼티모어전 등판에 대비해 일찍 귀가했다. 조 지라디 감독은 26일 선발에 우완 알프레도 아세베스를 세우고 박찬호를 포함한 5명의 구원진을 데리고 사라소타로 향한다.야수들은 데릭 지터 등 주전급들이 포함돼 있다. 박찬호에게는 두 번째 시범경기 등판이다.
Korean,chosun.com,2010/09/17,"'신문 그 이상의 신문', '1천만 오디언스 시대'를 선도하는 종합 미디어 그룹 조선일보가 정보의 대지(大地)를 거침없이 달려 나갈 젊은 유목민(遊牧民)을 찾습니다."
Korean,hankooki.com,2010/01/19,◇와이파이존을 적극 활용하라
Korean,hankyung.com,2011/05/20,지난달 토지거래량은 총 22만5846필지(2억180만㎡)로 전년 동월 대비 필지 수는 11.2% 증가한 반면 면적은 5.8% 감소했다. 필지 수는 최근 5년 평균(22만3000필지)에 비해 1.3% 늘어나는 데 그쳤다.
Korean,hankooki.com,2010/03/08,방송인 이승연이 배우 고현정의 기에 눌렸던 사연을 털어놨다.
Korean,hankooki.com,2008/12/19,"이민우는 ""사랑은 쟁취한다는 말이 있다. 하지만 남자에게 사랑은 쟁취하는 것이 아닌 감싸주고 보호해 주는 것이라고 생각한다. 에이미는 무대 밖에서 나를 숨 쉴 수 있게 해주는 사람이다. 팬들이 나를 인정하고 아껴주시는 것처럼, 그도 아껴 주셨으면 한다""고 말했다."
Korean,joinsmsn.com,2011/05/30,"여름이 성큼 다가오면서 가정, 사무실에서의 에어컨 가동률이 높아지고 있다. 그 동안 사용하지 않았던 에어컨을 가동해보면, 먼지가 쌓여 있거나 악취가 발생할 때가 있다. 이는 에어컨 오염으로, 냉각핀 등 오염부위에 각종 박테리아 및 곰팡이균들이 서식하기에 이상적인 환경이 만들어진다. 이러한 세균들은 알레르기성 비염, 호흡기 질환, 레지오넬라증 등을 유발할 수 있다."
Korean,chosun.com,2011/03/07,"이와 관련, 연구진은 첫딸이 남자 사장 마음의 스위치를 돌려놓아(flip a switch in the mind of a male CEO) 성별 임금정책에 있어 형평성에 더 많은 신경을 쓰게 만드는(cause him to attend more to equity in gender-related wage policies) 것으로 분석했다. 따라서 첫 아이가 딸이고, 이후 무남독녀(an only-child daughter)로 남게 될 경우엔 남녀 임금격차 해소에 더 큰 효과를 가져올(have a stronger effect on the solution to gender-wage gap) 것으로 진단했다."
Korean,dynews.co.kr,2011/03/27,스페인어로 ‘구세주(The Savior)'라는 뜻의 이름을 가진 이곳은 국토의 90%가 화산 활동에 의해 형성된 '화산의 나라'다.
Korean,daejonilbo.com,2011/05/28,"백제와 가야, 조선을 넘나들던 작가의 상상력이 다시 현대로 돌아오는 과정을 쉽지 않았다. 2006년 침샘암 수술을 받은 작가는 암 진단을 받은 뒤 채 수술과 투병을 이어왔었다."
Korean,moodeungilbo.co.kr,2011/04/11,― 지역발전위원장을 맡게 된 소감은.
Korean,daejonilbo.com,2011/05/27,강원과의 컵대회 첫 경기에서는 당일 오전에 주전 골키퍼가 허리를 다치는 바람에 원정길에 동행하지 않았던 백업 골키퍼 A씨가 광주에서 급하게 강릉으로 가 골문을 지켰다.
Korean,khan.co.kr,2009/12/03,"고나은은 '히트드라마 제조기'라 불리는 임성한 작가와 특별한 인연이 있다. 과거 그룹 파파야로 가요계에 먼저 데뷔했던 고나은은 임성한 작가의 '아현동 마님'을 통해 본격 연기자로 변신했다. 이후 드라마와 뮤직비디오, 예능 MC로 활약하며 다양한 재능을 발휘하기도 했던 고나은은 다시 임성한 작가의 '보석 비빔밥'으로 첫 주연배우 자리를 꿰찼다. 이 때문에 고나은을 '임성한의 페르소나'라고 부르기도 한다."
Korean,khan.co.kr,2011/04/28,◇넥센-한화(목동)
Korean,hankooki.com,2005/03/18,MBC 일일드마라 ‘굳세어라 금순아’(극본 이정선ㆍ연출 이대영)에서 혼전임신을 하고 결혼했지만 사고로 남편을 잃은 뒤 억척스럽고도 발랄한 일상을 살아가는 금순이로 출연 중인 한혜진은 “가정 형편이 넉넉하지 않았다. 부모님이 지금도 인천의 한 건설현장에서 함바집을 운영하고 계신다”고 진솔하게 털어놨다. 한혜진은 “아직 집을 사지 못했는데 내가 돈을 많이 벌어 꼭 사드리고 싶다”며 효심을 드러냈다.
Korean,donga.com,2005/09/01,어쩌면 이 질문은 영화 자체보다 더 ‘초현실적’(아니 ‘비현실적’)인지 모른다. 평생 이런 ‘배부른’ 선택을 두고 고민에 빠질 수 있는 남자가 세상에 몇이나 될까 말이다.
Korean,naeil.com,2011/01/03,"한국은 천안함 폭침 사건 및 연평도 포격에 대한 북한의 사과가 있어야 6자 회담이든 남북대화든 한다는 입장이고, 이런 면에서 현재까지는 한미 공조체제를 유지하고 있다."
Korean,chosun.com,2011/05/24,금융위원회는 불공정거래로 얻은 부당 이득을 전액 환수하는 방안을 추진하고 있다고 24일 밝혔다.
Korean,hankooki.com,2006/02/17,"한편 홍진희는 ""내가 한국 연기자임을 모르는 필리핀 사람들은 나를 20대 중반의 아가씨로 생각한다. 우리나라 유치원생들도 30대 중반의 엄마 친구는 아줌마라 불러도 나는 누나라 부른다""는 사연도 공개했다."
Korean,joinsmsn.com,2011/05/20,- 페르미랩에서 과학자들을 이끌고 있다. 한국 과학계에 필요한 리더는.
Korean,hankooki.com,2010/09/05,"메르데데스-벤츠의 4인승 더 뉴 E350 카브리올레는 E클래스 라인업의 하이라이트. 최첨단 소프트탑은 최고 품질의 흡음재를 사용해 외부 소음을 더욱 효과적으로 차단할 뿐 아니라 방수, 방풍 기능에 탁월한 단열 기능까지 갖춰 안전하고 정숙하다는 평이다. 버튼 하나로 20초 내에 완벽한 자동 개폐가 가능하며 최고 시속 40km 주행시에도 작동한다. 루프가 닫혀 있을 땐 트렁크 공간이 루프 보관 공간까지 확장할 수 있어 적재 공간이 390리터까지 늘어나는 것도 장점이다. 겨울에 오픈해도 춥지 않게 한층 업그레이드된 에어스카프가 탑승객들의 보온을 책임진다."
Korean,chosun.com,2010/02/08,LG아트센터는 5월 5-8일 레프 도진이 이끄는 상트페테르부르크 말리극장의 내한 공연으로 ’바냐 아저씨’를 선보인다.
